habitat	x	y	rho
Fen	CAZy-Arabinose_cleavage	nitrogen_redox-nitric_oxide_oxidation	-0.43835415522815313
Fen	fructose_degradation-all	sulfur_redox-dissimilatory_sulfur_oxidation	-0.4388289390578941
Fen	galacturonic_acid_degradation-all	mannose_degradation-all	-0.4391400485857613
Fen	galacturonic_acid_degradation-all	nitrogen_redox-nitric_oxide_oxidation	-0.43963085410959524
Fen	CAZy-Amorphous_Cellulose	butanoate_fermentation-acetyl_coa_pathway	-0.4406510602011555
Fen	butanoate_fermentation-acetyl_coa_pathway	sulfur_redox-assimilatory_sulfate_reduction	-0.44155915572551296
Fen	sulfur_redox-dissimilatory_sulfate_reduction	xylose_degradation-xylonate_hydratase_pathway	-0.44883186842442035
Fen	lactate_fermentation-all	methylotrophic_methanogenesis-h2_dep	-0.44932460095639914
Fen	CAZy-Arabinose_cleavage	nitrogen_redox-nitrogen_fixation	-0.44983264295534897
Fen	Calvin_Benson-all	reductive_glycine-serine_pathway	-0.4502475596908624
Fen	CAZy-Amorphous_Cellulose	methylotrophic_methanogenesis-h2_dep	-0.450314937041042
Fen	fucose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	-0.45130267024986037
Fen	ethanol_fermentation-all	propionate_fermentation-acrylate_pathway	-0.45156412828557535
Fen	CAZy-Sulf_Polysachharides	nitrogen_redox-nitric_oxide_oxidation	-0.45197711104610505
Fen	galactose_degradation-all	methylotrophic_methanogenesis-h2_dep	-0.45388408296510185
Fen	CAZy-Chitin	acetoclastic_methanogenesis-all	-0.4540661325672839
Fen	Wood_Ljungdahl-acetogen	xylose_degradation-xylonate_hydratase_pathway	-0.45408177471020483
Fen	CAZy-Sulf_Polysachharides	nitrogen_redox-assimilatory_nitrate_reduction	-0.4557102384293137
Fen	Calvin_Benson-all	reductive_glycine-acetyl_pathway	-0.45642313259497147
Fen	CAZy-Alpha_mannan	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.4582660497804263
Fen	ethanol_fermentation-all	xylose_degradation-isomerase_pathway	-0.45971021287112324
Fen	CAZy-Rhamnose_cleavage	xylose_degradation-xylonate_hydratase_pathway	-0.4605069750462618
Fen	phosphorous_redox-assimilatory_phosphonate_oxidation	reductive_glycine-acetyl_pathway	-0.4610665798891964
Fen	acetoclastic_methanogenesis-all	sulfur_redox-assimilatory_sulfate_reduction	-0.4620779299956046
Fen	CAZy-Pectin	methylotrophic_methanogenesis-h2_indep	-0.4645920896299556
Fen	CAZy-Polyphenolics	Calvin_Benson-all	-0.46626389522933565
Fen	phosphorous_redox-assimilatory_phosphonate_oxidation	reductive_glycine-serine_pathway	-0.46706457024244985
Fen	acetoclastic_methanogenesis-all	propionate_fermentation-succinate_pathway	-0.4698459673521169
Fen	CAZy-Mixed_Linkage_glucans	nitrogen_redox-assimilatory_nitrate_reduction	-0.4698744634570897
Fen	CAZy-Xyloglucan	nitrogen_redox-nitrate_reduction	-0.4699736409283075
Fen	CAZy-Amorphous_Cellulose	phosphorous_redox-anabolic_phosphate_reduction	-0.47749903526243265
Fen	nitrogen_redox-nitric_oxide_oxidation	reductive_glycine-acetyl_pathway	-0.4779600967292008
Fen	acetoclastic_methanogenesis-all	glycerol_degradation-glycerol	-0.4780265985348171
Fen	CAZy-Sulf_Polysachharides	sulfur_redox-dissimilatory_sulfur_oxidation	-0.47812755008687957
Fen	glycerol_degradation-glycerone	nitrogen_redox-nitrogen_fixation	-0.479809569290472
Fen	CAZy-Fucose_Cleavage	nitrogen_redox-nitrate_reduction	-0.4812620543941335
Fen	Wood_Ljungdahl-acetogen	urea_degradation-all	-0.48174439758621457
Fen	CAZy-Mixed_Linkage_glucans	nitrogen_redox-nitric_oxide_oxidation	-0.4834428107826323
Fen	CAZy-Arabinose_cleavage	CAZy-Beta_mannan	-0.4849431658149368
Fen	CAZy-Sulf_Polysachharides	acetoclastic_methanogenesis-all	-0.48737154719557685
Fen	CAZy-Arabinan	reductive_glycine-acetyl_pathway	-0.4874182690568636
Fen	nitrogen_redox-nitrate_reduction	propionate_fermentation-acrylate_pathway	-0.4885690147629018
Fen	CAZy-Mixed_Linkage_glucans	sulfur_redox-dissimilatory_sulfate_reduction	-0.49116779610162054
Fen	CAZy-Beta_mannan	glycerol_degradation-glycerone	-0.49192232702289895
Fen	CAZy-Fucose_Cleavage	methylotrophic_methanogenesis-h2_dep	-0.49204321783072125
Fen	CAZy-Beta_galactan__pectic_galactan_	Calvin_Benson-all	-0.4921099667958131
Fen	nitrogen_redox-nitrogen_fixation	reductive_glycine-serine_pathway	-0.49425343672361777
Fen	CAZy-Beta_mannan	sucrose_degradation-all	-0.4971544925597322
Fen	CAZy-Mixed_Linkage_glucans	carbon_redox-dissimilatory_methanotrophy	-0.4978045548976373
Fen	nitrogen_redox-nitric_oxide_oxidation	propionate_fermentation-succinate_pathway	-0.499145064632174
Fen	CAZy-Beta_mannan	xylose_degradation-xylonate_hydratase_pathway	-0.5029864729065425
Fen	Calvin_Benson-all	sucrose_degradation-all	-0.5072715534782866
Fen	galactose_degradation-all	nitrogen_redox-nitrate_reduction	-0.5082649754765887
Fen	CAZy-Sulf_Polysachharides	hydrogenotrophic_methanogenesis-all	-0.5128863767139507
Fen	Calvin_Benson-all	ethanol_fermentation-all	-0.5129060883393926
Fen	CAZy-Pectin	acetoclastic_methanogenesis-all	-0.5138208008152987
Fen	nitrogen_redox-nitrogen_fixation	reductive_glycine-acetyl_pathway	-0.5151856650601916
Fen	CAZy-Sulf_Polysachharides	Wood_Ljungdahl-methanogen	-0.5163713801785437
Fen	CAZy-Xyloglucan	methylotrophic_methanogenesis-h2_dep	-0.5169380505648105
Fen	CAZy-Beta_mannan	ethanol_fermentation-all	-0.5228082726208088
Fen	Wood_Ljungdahl-acetogen	nitrogen_redox-assimilatory_nitrate_reduction	-0.5242877038407949
Fen	Calvin_Benson-all	galacturonic_acid_degradation-all	-0.5246559169365319
Fen	galacturonic_acid_degradation-all	sulfur_redox-dissimilatory_sulfur_oxidation	-0.5276036090743279
Fen	CAZy-Arabinan	reductive_glycine-serine_pathway	-0.5310473546183172
Fen	CAZy-Arabinose_cleavage	Calvin_Benson-all	-0.5317897302682992
Fen	CAZy-Rhamnose_cleavage	ethanol_fermentation-all	-0.5354837503608734
Fen	CAZy-Sulf_Polysachharides	methylotrophic_methanogenesis-h2_indep	-0.5387731842851036
Fen	CAZy-Rhamnose_cleavage	butanoate_fermentation-acetyl_coa_pathway	-0.548705794254281
Fen	galacturonic_acid_degradation-all	sulfur_redox-dissimilatory_sulfate_reduction	-0.5491390841585917
Fen	galacturonic_acid_degradation-all	nitrogen_redox-nitrogen_fixation	-0.5498009386530285
Fen	nitrogen_redox-nitrogen_fixation	propionate_fermentation-succinate_pathway	-0.5533261124578455
Fen	CAZy-Xyloglucan	acetoclastic_methanogenesis-all	-0.5553123601790435
Fen	CAZy-Xyloglucan	methylotrophic_methanogenesis-h2_indep	-0.5568640808431942
Fen	butanoate_fermentation-acetyl_coa_pathway	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.5572353052889527
Fen	acetoclastic_methanogenesis-all	xylose_degradation-xylonate_hydratase_pathway	-0.5618966975756068
Fen	butanoate_fermentation-acetyl_coa_pathway	xylose_degradation-isomerase_pathway	-0.5651839435709878
Fen	nitrogen_redox-nitrogen_fixation	xylose_degradation-xylonate_hydratase_pathway	-0.5672885687980438
Fen	CAZy-Amorphous_Cellulose	nitrogen_redox-nitrate_reduction	-0.5779886753005807
Fen	nitrogen_redox-nitrate_reduction	xylose_degradation-isomerase_pathway	-0.5814925615484965
Fen	butanoate_fermentation-acetyl_coa_pathway	nitrogen_redox-nitric_oxide_oxidation	-0.5878451213190341
Fen	CAZy-Alpha_mannan	CAZy-Beta_mannan	-0.5928125335068386
Fen	HPHB_DCHB-DCHB	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.6087783282944668
Fen	CAZy-Mixed_Linkage_glucans	acetoclastic_methanogenesis-all	-0.6128779567824842
Fen	fructose_degradation-all	methylotrophic_methanogenesis-h2_dep	-0.6161138356840477
Fen	CAZy-Beta_mannan	propionate_fermentation-succinate_pathway	-0.6184446579008676
Fen	Calvin_Benson-all	propionate_fermentation-succinate_pathway	-0.646561352131608
Fen	phosphorous_redox-anabolic_phosphate_reduction	sulfur_redox-assimilatory_sulfate_reduction	-0.6571541173056807
Fen	CAZy-Alpha_mannan	nitrogen_redox-nitrogen_fixation	-0.6638720181873479
Fen	CAZy-Beta_mannan	reductive_glycine-acetyl_pathway	-0.6649578316583649
Fen	Calvin_Benson-all	xylose_degradation-xylonate_hydratase_pathway	-0.6662650683745881
Fen	CAZy-Alpha_mannan	Calvin_Benson-all	-0.6694551935768982
Fen	CAZy-Beta_mannan	reductive_glycine-serine_pathway	-0.676831355898978
Fen	methylotrophic_methanogenesis-h2_dep	sulfur_redox-assimilatory_sulfate_reduction	-0.6771445527221802
Fen	CAZy-Mixed_Linkage_glucans	sulfur_redox-dissimilatory_sulfur_oxidation	-0.6918533920073633
Fen	acetoclastic_methanogenesis-all	galacturonic_acid_degradation-all	-0.7120128377079078
Fen	CAZy-Beta_mannan	butanoate_fermentation-acetyl_coa_pathway	-0.7205326039910624
Fen	CAZy-Alpha_mannan	nitrogen_redox-nitric_oxide_oxidation	-0.7313206317727454
Fen	Calvin_Benson-all	butanoate_fermentation-acetyl_coa_pathway	-0.7338413636915357
Fen	glycerol_degradation-glycerone	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.7361895090501931
Fen	butanoate_fermentation-acetyl_coa_pathway	nitrogen_redox-nitrogen_fixation	-0.7443683675507704
Palsa	nitrogen_redox-nitrogen_fixation	reductive_glycine-acetyl_pathway	0.7783151039215757
Palsa	nitrogen_redox-nitrogen_fixation	propionate_fermentation-acrylate_pathway	0.7346277893497402
Palsa	CAZy-Beta_galactan__pectic_galactan_	xylose_degradation-xylonate_hydratase_pathway	0.7124102913877957
Palsa	Wood_Ljungdahl-acetogen	nitrogen_redox-nitric_oxide_oxidation	0.6973822275170258
Palsa	propionate_fermentation-acrylate_pathway	reductive_glycine-acetyl_pathway	0.6788325963810378
Palsa	glycerol_degradation-glycerone	phosphorous_redox-anabolic_phosphate_reduction	0.612218054094367
Palsa	nitrogen_redox-nitric_oxide_oxidation	sulfur_redox-dissimilatory_sulfur_oxidation	0.6108451383079061
Palsa	CAZy-Beta_mannan	Calvin_Benson-all	0.6104214360347613
Palsa	HPHB_DCHB-DCHB	nitrogen_redox-nitric_oxide_oxidation	0.6077324462492872
Palsa	CAZy-Starch	HPHB_DCHB-DCHB	0.5958125316019776
Palsa	ethanol_fermentation-all	glycerol_degradation-glycerone	0.5916053623225913
Palsa	nitrogen_redox-nitric_oxide_oxidation	nitrogen_redox-nitrite_oxidation	0.5849990724021535
Palsa	CAZy-Starch	sulfur_redox-assimilatory_sulfate_reduction	0.5842921821433332
Palsa	CAZy-Polyphenolics	lactate_fermentation-all	0.5788767195476501
Palsa	mannose_degradation-all	nitrogen_redox-nitrite_oxidation	0.5761863256313466
Palsa	mannose_degradation-all	nitrogen_redox-nitrate_reduction	0.5687298540880866
Palsa	CAZy-Xylans	chemotaxis-all	0.5568683110310102
Palsa	nitrogen_redox-nitrite_oxidation	sulfur_redox-dissimilatory_sulfur_oxidation	0.5541824568230593
Palsa	fructose_degradation-all	xylose_degradation-isomerase_pathway	0.5453301745012402
Palsa	fructose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	0.5448108722401537
Palsa	nitrogen_redox-nitrate_reduction	sulfur_redox-dissimilatory_sulfate_reduction	0.530014197696306
Palsa	galacturonic_acid_degradation-all	xylose_degradation-isomerase_pathway	0.5286721522613884
Palsa	CAZy-Xyloglucan	galacturonic_acid_degradation-all	0.526505267675291
Palsa	acetogenesis-simple	mannose_degradation-all	0.5240323395373981
Palsa	fructose_degradation-all	phosphorous_redox-assimilatory_phosphonate_oxidation	0.5180841875523177
Palsa	CAZy-Starch	lactate_fermentation-all	0.510993233752093
Palsa	nitrogen_redox-nitrate_reduction	sulfur_redox-dissimilatory_sulfur_oxidation	0.49161802998545057
Palsa	CAZy-Chitin	HPHB_DCHB-DCHB	0.48076208275636645
Palsa	phosphorous_redox-anabolic_phosphate_reduction	urea_degradation-all	0.4785042542072906
Palsa	HPHB_DCHB-DCHB	Wood_Ljungdahl-acetogen	0.4676378814502896
Palsa	acetogenesis-simple	propionate_fermentation-acrylate_pathway	0.46756516898677436
Palsa	CAZy-Amorphous_Cellulose	chemotaxis-all	0.46708764786709034
Palsa	carbon_redox-dissimilatory_methanotrophy	sulfur_redox-assimilatory_sulfate_reduction	0.4669346525988948
Palsa	HPHB_DCHB-DCHB	sulfur_redox-dissimilatory_sulfur_oxidation	0.4648464158439275
Palsa	CAZy-Rhamnose_cleavage	xylose_degradation-isomerase_pathway	0.4641407447804221
Palsa	Wood_Ljungdahl-acetogen	sulfur_redox-dissimilatory_sulfate_reduction	0.4635872657158654
Palsa	mannose_degradation-all	sulfur_redox-dissimilatory_sulfate_reduction	0.46129468919448635
Palsa	mannose_degradation-all	nitrogen_redox-nitric_oxide_oxidation	0.4608382035363098
Palsa	CAZy-Xyloglucan	fructose_degradation-all	0.460239400116519
Palsa	sucrose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	0.457960748435564
Palsa	CAZy-Chitin	urea_degradation-all	0.4567687477883188
Palsa	mannose_degradation-all	propionate_fermentation-acrylate_pathway	0.4540471583408142
Palsa	mannose_degradation-all	sulfur_redox-dissimilatory_sulfur_oxidation	0.45171844000590944
Palsa	Calvin_Benson-all	nitrogen_redox-assimilatory_nitrate_reduction	0.4487493644162087
Palsa	HPHB_DCHB-DCHB	lactate_fermentation-all	0.44838315830449726
Palsa	HPHB_DCHB-DCHB	phosphorous_redox-phosphite_oxidation	0.4455854982395989
Palsa	CAZy-Polyphenolics	CAZy-Starch	0.4436668329575131
Palsa	phosphorous_redox-phosphite_oxidation	sulfur_redox-dissimilatory_sulfur_oxidation	0.4404731483982717
Palsa	CAZy-Amorphous_Cellulose	urea_degradation-all	0.43976601571225027
Palsa	Calvin_Benson-all	nitrogen_redox-nitrate_reduction	0.43877332726291174
Palsa	CAZy-Fucose_Cleavage	reductive_glycine-serine_pathway	0.4386989055728461
Palsa	HPHB_DCHB-DCHB	nitrogen_redox-nitrate_reduction	0.4326759667573614
Palsa	CAZy-Alpha_mannan	CAZy-Arabinan	0.4320757150360903
Palsa	lactate_fermentation-all	sulfur_redox-assimilatory_sulfate_reduction	0.4269424890672563
Palsa	glycerol_degradation-glycerol	phosphorous_redox-assimilatory_phosphonate_oxidation	0.4233360696139856
Palsa	acetogenesis-simple	nitrogen_redox-nitrate_reduction	0.42056806853932927
Palsa	galactose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	0.41935835665078747
Palsa	Wood_Ljungdahl-acetogen	sulfur_redox-dissimilatory_sulfur_oxidation	0.41768942848825485
Palsa	CAZy-Sulf_Polysachharides	fructose_degradation-all	0.41509157212883674
Palsa	Wood_Ljungdahl-acetogen	mannose_degradation-all	0.4147711843462105
Palsa	nitrogen_redox-nitrate_reduction	phosphorous_redox-phosphite_oxidation	0.41459423587488986
Palsa	CAZy-Alpha_mannan	CAZy-Fucose_Cleavage	0.4142601344338086
Palsa	CAZy-Rhamnose_cleavage	galacturonic_acid_degradation-all	0.4123685397913901
Palsa	CAZy-Alpha_mannan	fructose_degradation-all	0.41142183021231515
Palsa	chemotaxis-all	urea_degradation-all	0.406303682957588
Palsa	Wood_Ljungdahl-acetogen	acetogenesis-simple	0.39900278046614535
Palsa	CAZy-Alpha_mannan	sucrose_degradation-all	0.39413699675236613
Palsa	carbon_redox-dissimilatory_methanotrophy	phosphorous_redox-anabolic_phosphate_reduction	0.39345632389360363
Palsa	Wood_Ljungdahl-acetogen	nitrogen_redox-nitrite_oxidation	0.38928826009382056
Palsa	acetogenesis-simple	nitrogen_redox-nitric_oxide_oxidation	0.38699074670020317
Palsa	mannose_degradation-all	nitrogen_redox-nitrogen_fixation	0.38450208399171504
Palsa	acetogenesis-simple	reductive_glycine-acetyl_pathway	0.38326289759896437
Palsa	butanoate_fermentation-acetyl_coa_pathway	nitrogen_redox-nitrogen_fixation	0.3830456420552044
Palsa	sulfur_redox-assimilatory_sulfate_reduction	xylose_degradation-isomerase_pathway	0.38132280982934363
Palsa	glycerol_degradation-glycerol	lactate_fermentation-all	0.38121770007990907
Palsa	nitrogen_redox-nitrogen_fixation	sulfur_redox-dissimilatory_sulfate_reduction	0.3799747180478573
Palsa	Calvin_Benson-all	phosphorous_redox-anabolic_phosphate_reduction	0.3789440594361272
Palsa	CAZy-Beta_mannan	urea_degradation-all	0.3760298744538082
Palsa	CAZy-Polyphenolics	glycerol_degradation-glycerol	0.3757159332841935
Palsa	acetogenesis-simple	sulfur_redox-dissimilatory_sulfate_reduction	0.3754712990693365
Palsa	sulfur_redox-dissimilatory_sulfate_reduction	sulfur_redox-dissimilatory_sulfur_oxidation	0.374763745943384
Palsa	CAZy-Chitin	lactate_fermentation-all	0.3738058932800039
Palsa	CAZy-Chitin	CAZy-Polyphenolics	0.371101212704792
Palsa	Calvin_Benson-all	glycerol_degradation-glycerone	0.3708284679969156
Palsa	nitrogen_redox-nitric_oxide_oxidation	sulfur_redox-dissimilatory_sulfate_reduction	0.36882260583909576
Palsa	butanoate_fermentation-acetyl_coa_pathway	mannose_degradation-all	0.36758958975122646
Palsa	CAZy-Beta_mannan	nitrogen_redox-assimilatory_nitrate_reduction	0.3675597685189941
Palsa	phosphorous_redox-assimilatory_phosphonate_oxidation	sulfur_redox-assimilatory_sulfate_reduction	0.3637964519913892
Palsa	acetogenesis-simple	sulfur_redox-dissimilatory_sulfur_oxidation	0.36312004867336367
Palsa	CAZy-Xylans	sulfur_redox-assimilatory_sulfate_reduction	0.36252492364100075
Palsa	Wood_Ljungdahl-acetogen	nitrogen_redox-nitrate_reduction	0.36161401926241554
Palsa	nitrogen_redox-nitrate_reduction	nitrogen_redox-nitric_oxide_oxidation	0.3582028552543587
Palsa	CAZy-Chitin	sulfur_redox-assimilatory_sulfate_reduction	0.35579528036745023
Palsa	nitrogen_redox-nitrate_reduction	nitrogen_redox-nitrite_oxidation	0.3526149069014056
Palsa	galactose_degradation-all	sulfur_redox-dissimilatory_sulfur_oxidation	-0.35103067751055805
Palsa	phosphorous_redox-assimilatory_phosphonate_oxidation	xylose_degradation-xylonate_hydratase_pathway	-0.35251807098915866
Palsa	carbon_redox-dissimilatory_methanotrophy	reductive_glycine-acetyl_pathway	-0.3525517916996772
Palsa	ethanol_fermentation-all	nitrogen_redox-nitrate_reduction	-0.3527616426656326
Palsa	nitrogen_redox-nitrate_reduction	xylose_degradation-xylonate_hydratase_pathway	-0.35289505818900624
Palsa	CAZy-Xylans	nitrogen_redox-nitrogen_fixation	-0.3565477085676323
Palsa	CAZy-Fucose_Cleavage	ethanol_fermentation-all	-0.3580502360177942
Palsa	CAZy-Polyphenolics	xylose_degradation-isomerase_pathway	-0.35872592745563336
Palsa	fructose_degradation-all	sulfur_redox-dissimilatory_sulfate_reduction	-0.3592691325484063
Palsa	carbon_redox-dissimilatory_methanotrophy	propionate_fermentation-succinate_pathway	-0.3595559984424388
Palsa	CAZy-Mixed_Linkage_glucans	sulfur_redox-dissimilatory_sulfate_reduction	-0.35982054067116165
Palsa	CAZy-Xylans	reductive_glycine-acetyl_pathway	-0.3606382840341229
Palsa	fructose_degradation-all	reductive_glycine-acetyl_pathway	-0.36141312037584417
Palsa	CAZy-Beta_galactan__pectic_galactan_	mannose_degradation-all	-0.361818714263078
Palsa	CAZy-Arabinose_cleavage	sulfur_redox-dissimilatory_sulfate_reduction	-0.36220357381098345
Palsa	sulfur_redox-dissimilatory_sulfate_reduction	xylose_degradation-xylonate_hydratase_pathway	-0.3635688124106695
Palsa	Wood_Ljungdahl-acetogen	lactose_degradation-all	-0.3703565777798974
Palsa	reductive_glycine-acetyl_pathway	sulfur_redox-assimilatory_sulfate_reduction	-0.37109806264277156
Palsa	CAZy-Arabinan	CAZy-Polyphenolics	-0.37116921704132433
Palsa	nitrogen_redox-nitrogen_fixation	sulfur_redox-assimilatory_sulfate_reduction	-0.37129548106837085
Palsa	CAZy-Mixed_Linkage_glucans	Wood_Ljungdahl-acetogen	-0.37240953717745207
Palsa	Calvin_Benson-all	galacturonic_acid_degradation-all	-0.3731108053734147
Palsa	lactose_degradation-all	urea_degradation-all	-0.3758896495956239
Palsa	CAZy-Beta_galactan__pectic_galactan_	CAZy-Beta_mannan	-0.37632452936285454
Palsa	flagella_assembly-all	galactose_degradation-all	-0.3775566903459029
Palsa	CAZy-Sulf_Polysachharides	Wood_Ljungdahl-acetogen	-0.37904579920282067
Palsa	CAZy-Beta_galactan__pectic_galactan_	phosphorous_redox-anabolic_phosphate_reduction	-0.3796745493733653
Palsa	reductive_glycine-serine_pathway	urea_degradation-all	-0.3807294742912597
Palsa	nitrogen_redox-nitrite_oxidation	xylose_degradation-xylonate_hydratase_pathway	-0.3808808539421522
Palsa	CAZy-Xyloglucan	mannose_degradation-all	-0.38136394037348453
Palsa	CAZy-Pectin	Wood_Ljungdahl-acetogen	-0.3823929983457106
Palsa	CAZy-Sulf_Polysachharides	nitrogen_redox-nitric_oxide_oxidation	-0.38530845526944124
Palsa	galacturonic_acid_degradation-all	nitrogen_redox-nitrite_oxidation	-0.3871791980922632
Palsa	CAZy-Alpha_mannan	sulfur_redox-dissimilatory_sulfur_oxidation	-0.38764608074214424
Palsa	fructose_degradation-all	nitrogen_redox-nitrogen_fixation	-0.3885316325654642
Palsa	CAZy-Beta_galactan__pectic_galactan_	HPHB_DCHB-DCHB	-0.38957473766314954
Palsa	fructose_degradation-all	nitrogen_redox-nitrite_oxidation	-0.39447591879181276
Palsa	CAZy-Xylans	nitrogen_redox-assimilatory_nitrate_reduction	-0.39569162842170114
Palsa	CAZy-Arabinose_cleavage	nitrogen_redox-assimilatory_nitrate_reduction	-0.39653151700071043
Palsa	CAZy-Sulf_Polysachharides	acetogenesis-simple	-0.3975103030912328
Palsa	CAZy-Beta_galactan__pectic_galactan_	CAZy-Polyphenolics	-0.39782709388960247
Palsa	CAZy-Alpha_mannan	nitrogen_redox-nitrate_reduction	-0.397959944850629
Palsa	galacturonic_acid_degradation-all	propionate_fermentation-acrylate_pathway	-0.3990145900350961
Palsa	CAZy-Xyloglucan	acetogenesis-simple	-0.4033612244967786
Palsa	Wood_Ljungdahl-acetogen	galacturonic_acid_degradation-all	-0.40358019553586777
Palsa	fructose_degradation-all	propionate_fermentation-acrylate_pathway	-0.406429986801788
Palsa	CAZy-Arabinose_cleavage	nitrogen_redox-nitrite_oxidation	-0.40701464419690114
Palsa	carbon_redox-dissimilatory_methanotrophy	nitrogen_redox-nitrogen_fixation	-0.4073629074724756
Palsa	CAZy-Rhamnose_cleavage	acetogenesis-simple	-0.40751101453300387
Palsa	galacturonic_acid_degradation-all	nitrogen_redox-assimilatory_nitrate_reduction	-0.4092607968395121
Palsa	CAZy-Rhamnose_cleavage	reductive_glycine-acetyl_pathway	-0.4093528854379074
Palsa	carbon_redox-dissimilatory_methanotrophy	flagella_assembly-all	-0.41274392391002324
Palsa	CAZy-Sulf_Polysachharides	sulfur_redox-dissimilatory_sulfate_reduction	-0.4158396501012731
Palsa	CAZy-Arabinose_cleavage	HPHB_DCHB-DCHB	-0.41612636693964555
Palsa	CAZy-Xylans	sulfur_redox-dissimilatory_sulfate_reduction	-0.4167512173412584
Palsa	CAZy-Xyloglucan	nitrogen_redox-nitrite_oxidation	-0.4186390309315813
Palsa	CAZy-Arabinan	nitrogen_redox-assimilatory_nitrate_reduction	-0.41885334062539936
Palsa	CAZy-Xylans	propionate_fermentation-acrylate_pathway	-0.41940881293655274
Palsa	butanoate_fermentation-acetyl_coa_pathway	urea_degradation-all	-0.4260703430377155
Palsa	CAZy-Chitin	butanoate_fermentation-acetyl_coa_pathway	-0.4294204804968531
Palsa	CAZy-Arabinose_cleavage	mannose_degradation-all	-0.43007804987128906
Palsa	galactose_degradation-all	nitrogen_redox-nitrate_reduction	-0.43102008966323657
Palsa	CAZy-Xyloglucan	nitrogen_redox-assimilatory_nitrate_reduction	-0.43410946827192065
Palsa	galacturonic_acid_degradation-all	nitrogen_redox-nitric_oxide_oxidation	-0.43587124470341765
Palsa	ethanol_fermentation-all	reductive_glycine-serine_pathway	-0.43663479183050224
Palsa	fructose_degradation-all	sulfur_redox-dissimilatory_sulfur_oxidation	-0.4433556514315422
Palsa	acetogenesis-simple	chemotaxis-all	-0.444588490927847
Palsa	Calvin_Benson-all	lactose_degradation-all	-0.4450892622622604
Palsa	CAZy-Arabinose_cleavage	nitrogen_redox-nitrate_reduction	-0.4453167245116907
Palsa	lactose_degradation-all	mannose_degradation-all	-0.4470186650377348
Palsa	CAZy-Xylans	Wood_Ljungdahl-acetogen	-0.4476877161042514
Palsa	acetogenesis-simple	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.4481651913617517
Palsa	chemotaxis-all	nitrogen_redox-nitric_oxide_oxidation	-0.4494729772794601
Palsa	propionate_fermentation-acrylate_pathway	urea_degradation-all	-0.4512675120172289
Palsa	CAZy-Polyphenolics	lactose_degradation-all	-0.4515845856283216
Palsa	CAZy-Beta_galactan__pectic_galactan_	urea_degradation-all	-0.45197946856723337
Palsa	flagella_assembly-all	sulfur_redox-assimilatory_sulfate_reduction	-0.4524166536203542
Palsa	CAZy-Beta_galactan__pectic_galactan_	nitrogen_redox-assimilatory_nitrate_reduction	-0.4542111155299535
Palsa	CAZy-Pectin	mannose_degradation-all	-0.45701481745807726
Palsa	ethanol_fermentation-all	mannose_degradation-all	-0.4570671465864542
Palsa	propionate_fermentation-acrylate_pathway	xylose_degradation-isomerase_pathway	-0.4578599452030565
Palsa	CAZy-Xyloglucan	nitrogen_redox-nitric_oxide_oxidation	-0.4593457253081634
Palsa	CAZy-Beta_galactan__pectic_galactan_	sulfur_redox-dissimilatory_sulfur_oxidation	-0.4600075008431397
Palsa	CAZy-Beta_galactan__pectic_galactan_	nitrogen_redox-nitric_oxide_oxidation	-0.4600561105886025
Palsa	fructose_degradation-all	nitrogen_redox-nitric_oxide_oxidation	-0.46140512626584607
Palsa	Calvin_Benson-all	reductive_glycine-serine_pathway	-0.46246675639793833
Palsa	mannose_degradation-all	xylose_degradation-isomerase_pathway	-0.4636776394650446
Palsa	CAZy-Arabinan	nitrogen_redox-nitrate_reduction	-0.46501850242714915
Palsa	acetogenesis-simple	sulfur_redox-assimilatory_sulfate_reduction	-0.46542413477262046
Palsa	CAZy-Arabinan	Calvin_Benson-all	-0.4665103984507428
Palsa	nitrogen_redox-nitrogen_fixation	phosphorous_redox-anabolic_phosphate_reduction	-0.4672341976137999
Palsa	acetogenesis-simple	galactose_degradation-all	-0.4674197947726253
Palsa	CAZy-Polyphenolics	Wood_Ljungdahl-acetogen	-0.4678349362419163
Palsa	galactose_degradation-all	nitrogen_redox-nitric_oxide_oxidation	-0.4704336826202853
Palsa	CAZy-Mixed_Linkage_glucans	HPHB_DCHB-DCHB	-0.4731424559798578
Palsa	lactose_degradation-all	nitrogen_redox-nitrate_reduction	-0.4780345723809756
Palsa	nitrogen_redox-nitrogen_fixation	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.48016637161143394
Palsa	CAZy-Arabinan	mannose_degradation-all	-0.48137552982987675
Palsa	galactose_degradation-all	mannose_degradation-all	-0.4823512909941141
Palsa	CAZy-Xylans	nitrogen_redox-nitrite_oxidation	-0.4840211123200844
Palsa	CAZy-Beta_galactan__pectic_galactan_	nitrogen_redox-nitrate_reduction	-0.48422363523664225
Palsa	CAZy-Arabinan	HPHB_DCHB-DCHB	-0.4856834946271438
