MAG	Data Origin	VIP Score	Module Color	Environmental Variable	Pathways
20110600_S1D_17	All	1.33627710102	brown	TN.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all
Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12	All	1.26686631523	brown	TN.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all
20120800_E1D_18	All	1.24514076262	brown	TN.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
20170700_S24_10	All	1.22174121155	brown	TN.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction
20110800_S3D_3	All	1.17651986789	brown	TN.mM	CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,chemotaxis-all,galactose_degradation-all,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway
20170700_S24_5	All	1.0694096541	brown	TN.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all
20170700_S25_26	All	2.17457953306	lightgreen	alphaC	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,urea_degradation-all
20120700_S1X_2	All	2.12291964644	lightgreen	alphaC	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
PLGY01	All	2.10107176142	lightgreen	alphaC	CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,hydrogenotrophic_methanogenesis-all,Wood_Ljungdahl-methanogen
20120800_E3X_27	All	1.81172095633	lightgreen	alphaC	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all
20170700_S25_9	All	1.57089674882	lightgreen	alphaC	acetogenesis-simple,CAZy-Chitin,CAZy-Starch,chemotaxis-all,flagella_assembly-all
20110800_S1D_14	All	1.44632664507	lightgreen	alphaC	butanoate_fermentation-acetyl_coa_pathway,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
20110800_E3D_9	All	1.29776963312	lightgreen	alphaC	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20170700_S25_1	All	1.27787923176	lightgreen	alphaC	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
20170700_S25_14	All	1.20474873163	lightgreen	alphaC	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all
20110800_S1D_5	All	1.09924685378	lightgreen	alphaC	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
3300037175_6	All	1.0019664344	lightgreen	alphaC	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,mannose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,Wood_Ljungdahl-acetogen
20120800_E1D_14	All	3.30267468772	brown	DOC.mM	butanoate_fermentation-acetyl_coa_pathway,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
20110800_S2M_3	All	2.89516226776	brown	DOC.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway
Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00	All	2.44087864101	brown	DOC.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-assimilatory_phosphonate_oxidation,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20120600_S1D_7	All	1.94701810231	brown	DOC.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20110700_S3M_11	All	1.8538720731	brown	DOC.mM	acetogenesis-simple,CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all
20110600_S1D_11	All	1.83526631564	brown	DOC.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20140700_E14_11	All	1.75048448595	brown	DOC.mM	CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20120600_S2D_17	All	1.70286125217	brown	DOC.mM	butanoate_fermentation-acetyl_coa_pathway,CAZy-Mixed_Linkage_glucans,CAZy-Starch,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,urea_degradation-all
20170700_S24_10	All	1.50409308873	brown	DOC.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction
20110600_S1D_17	All	1.40438889736	brown	DOC.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all
20120800_S3X_7	All	1.27910439023	brown	DOC.mM	acetogenesis-simple,CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,fructose_degradation-all,nitrogen_redox-nitrogen_fixation,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all
20130700_C2X_13	All	1.21284282081	brown	DOC.mM	CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,chemotaxis-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,xylose_degradation-isomerase_pathway
Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12	All	1.10909405743	brown	DOC.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all
20170700_S24_5	All	1.07292577842	brown	DOC.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all
20120800_E1D_18	All	1.06265149415	brown	DOC.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
20170700_S25_13	All	1.0369829007	brown	DOC.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway
20150700_E34_11	All	3.6822461778	turquoise	d13C_CH4	butanoate_fermentation-acetyl_coa_pathway,CAZy-Chitin,CAZy-Starch,mannose_degradation-all,reductive_glycine-acetyl_pathway
20110800_E1D_6	All	2.60200718247	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Mixed_Linkage_glucans,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,mannose_degradation-all,xylose_degradation-isomerase_pathway
20120800_E2D_18	All	2.47189455034	turquoise	d13C_CH4	CAZy-Chitin,CAZy-Starch,glycerol_degradation-glycerol,glycerol_degradation-glycerone,reductive_glycine-serine_pathway,sulfur_redox-dissimilatory_sulfur_oxidation
PMEE01	All	2.30231258432	turquoise	d13C_CH4	CAZy-Rhamnose_cleavage,hydrogenotrophic_methanogenesis-all,Wood_Ljungdahl-methanogen
20120600_E1D_53	All	2.21721819959	turquoise	d13C_CH4	acetogenesis-simple,Calvin_Benson-all,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20130700_E1M_4	All	2.14206760812	turquoise	d13C_CH4	acetogenesis-simple,Calvin_Benson-all,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Crystalline_Cellulose,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,mannose_degradation-all,nitrogen_redox-nitric_oxide_oxidation,nitrogen_redox-nitrogen_fixation,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20111000_E3D_3	All	2.12360120639	turquoise	d13C_CH4	CAZy-Arabinose_cleavage,CAZy-Fucose_Cleavage,CAZy-Rhamnose_cleavage,fructose_degradation-all,lactose_degradation-all,xylose_degradation-isomerase_pathway
20160700_E33_2	All	1.98009335022	turquoise	d13C_CH4	CAZy-Arabinose_cleavage,CAZy-Polyphenolics,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,Wood_Ljungdahl-acetogen,xylose_degradation-isomerase_pathway
20120800_E2X_6	All	1.91208235845	turquoise	d13C_CH4	CAZy-Chitin,chemotaxis-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,xylose_degradation-isomerase_pathway
20150700_E34_4	All	1.79636115914	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all
3300036929_5	All	1.77734895299	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20120600_E1D_31	All	1.62622755967	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Crystalline_Cellulose,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactose_degradation-all,mannose_degradation-all,nitrogen_redox-nitrogen_fixation,sulfur_redox-assimilatory_sulfate_reduction
3300037085_4	All	1.60897770004	turquoise	d13C_CH4	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all
20110800_E1D_1	All	1.59573065261	turquoise	d13C_CH4	CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,mannose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20150700_E25_9	All	1.56088826785	turquoise	d13C_CH4	Calvin_Benson-all,CAZy-Arabinose_cleavage,CAZy-Chitin,chemotaxis-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,mannose_degradation-all,propionate_fermentation-acrylate_pathway,propionate_fermentation-succinate_pathway,sucrose_degradation-all
20140700_E14_2	All	1.55407654498	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,fucose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,mannose_degradation-all,nitrogen_redox-nitric_oxide_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
PMCB01	All	1.53381422741	turquoise	d13C_CH4	CAZy-Arabinose_cleavage,CAZy-Fucose_Cleavage,CAZy-Rhamnose_cleavage,fructose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,Wood_Ljungdahl-acetogen,xylose_degradation-isomerase_pathway
PMBT01	All	1.50212187236	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20110700_E1D_5	All	1.50037841293	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20120600_E3D_38	All	1.48707018161	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,fucose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,mannose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20130700_C1D_19	All	1.47235413092	turquoise	d13C_CH4	CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Xyloglucan,chemotaxis-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,xylose_degradation-isomerase_pathway
