genome	taxonomy	completeness	contamination
Palsa.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.83_86.37_7.98	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	86.37	7.98
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.29_71.90_6.90	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	71.90	6.90
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.80_90.83_1.72	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__	90.83	1.72
Bog.None.R2.T0.trimmomatic.megahit_bin.331_89.99_6.03	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	89.99	6.03
Fen.Labelled.R3.T2.F1.trimmomatic.megahit_bin.52_96.29_2.18	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	96.29	2.18
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.19_80.57_8.49	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-515;s__Bog-515 sp003155135	80.57	8.49
Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.153_79.29_2.04	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	79.29	2.04
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.84_95.68_9.76	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	95.68	9.76
Bog.Unlabelled.R1.T1.F3.JGI.BFC.metaspades_bin.31_78.43_1.01	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Glaciihabitans;s__	78.43	1.01
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.39_87.96_1.69	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	87.96	1.69
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.55_74.56_3.51	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__	74.56	3.51
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.89_82.47_1.72	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	82.47	1.72
Palsa.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.44_96.16_2.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	96.16	2.22
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.154_85.09_7.98	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__	85.09	7.98
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.69_98.35_1.16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Berkiellales;f__;g__;s__	98.35	1.16
Palsa.Unlabelled.R2.T2.F1.trimmomatic.metaspades_bin.10_72.63_9.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	72.63	9.77
Fen.Unlabelled.R4.T2.F4.JGI.BFC.metaspades_bin.20_84.15_4.23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	84.15	4.23
Palsa.Unlabelled.R2.T2.F3.trimmomatic.megahit_bin.50_73.49_2.74	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825	73.49	2.74
Fen.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.9_96.62_0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__UBA1794 sp002315435	96.62	0.75
Fen.Labelled.R1.T2.F4.trimmomatic.metaspades_bin.28_74.91_1.75	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E mohnii	74.91	1.75
Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.54_75.57_6.56	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__	75.57	6.56
Bog.None.R1.T0.trimmomatic.megahit_bin.101_93.98_1.85	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__	93.98	1.85
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.19_96.77_1.33	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	96.77	1.33
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.32_98.93_2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	98.93	2.56
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.49_74.73_5.33	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__UBA11358 sp003133815	74.73	5.33
Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.68_72.26_7.84	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	72.26	7.84
Palsa.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.68_93.21_2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	93.21	2.56
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.55_89.12_1.03	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	89.12	1.03
Bog.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.114_93.85_7.89	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	93.85	7.89
Fen.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.20_97.73_2.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__	97.73	2.73
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.43_74.06_1.71	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__	74.06	1.71
Fen.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.30_80.14_1.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__	80.14	1.29
Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.50_78.23_0.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	78.23	0.86
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.8_73.28_5.60	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	73.28	5.60
Bog.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.78_98.03_0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA1941;s__UBA1941 sp003165135	98.03	0.99
Palsa.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.47_74.31_0.00	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	74.31	0.00
Bog.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.33_93.90_5.55	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__	93.90	5.55
Bog.None.R3.T0.trimmomatic.megahit_bin.63_96.63_6.74	d__Bacteria;p__FCPU426;c__;o__;f__;g__;s__	96.63	6.74
Bog.None.R2.T0.JGI.BFC.metaspades_bin.273_85.94_6.68	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	85.94	6.68
Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.107_99.77_1.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Vitreoscilla_A;s__	99.77	1.87
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.317_98.63_5.76	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	98.63	5.76
Bog.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.122_89.80_4.45	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	89.80	4.45
Bog.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.23_91.59_2.63	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	91.59	2.63
Bog.Labelled.R1.T3.F1.trimmomatic.megahit_bin.33_78.52_9.66	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	78.52	9.66
Bog.None.R3.T0.trimmomatic.megahit_bin.375_80.00_1.75	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__	80.00	1.75
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.10_91.13_3.62	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	91.13	3.62
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.116_90.96_3.79	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__UBA8260;s__UBA8260 sp003142035	90.96	3.79
Palsa.Labelled.R3.T3.F1.trimmomatic.megahit_bin.23_98.08_2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	98.08	2.56
Bog.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.48_86.64_7.81	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	86.64	7.81
Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.119_87.54_9.72	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	87.54	9.72
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.72_81.07_5.41	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__	81.07	5.41
Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.100_88.09_6.25	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-234;s__	88.09	6.25
Palsa.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.116_87.36_1.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__;s__	87.36	1.15
Palsa.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.113_80.14_2.62	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	80.14	2.62
Fen.Labelled.R3.T1.F4.trimmomatic.megahit_bin.10_92.83_3.12	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	92.83	3.12
Palsa.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.8_84.13_4.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_C	84.13	4.13
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.35_96.70_3.74	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	96.70	3.74
Bog.Labelled.R1.T2.F2.trimmomatic.megahit_bin.38_94.67_0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__;s__	94.67	0.98
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.128_97.22_0.00	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-851;s__	97.22	0.00
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.56_83.39_3.57	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	83.39	3.57
Bog.None.R3.T0.JGI.BFC.metaspades_bin.334_79.30_5.00	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__	79.30	5.00
Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.99_89.74_2.21	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003138895	89.74	2.21
Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.53_92.34_3.88	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	92.34	3.88
Bog.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.17_92.24_5.41	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__UBA11358 sp003139955	92.24	5.41
Bog.Unlabelled.R2.T2.F1.trimmomatic.metaspades_bin.142_73.28_5.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__;s__	73.28	5.17
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.19_93.51_1.37	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	93.51	1.37
Palsa.Labelled.R3.T2.F2.trimmomatic.megahit_bin.69_80.11_6.82	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	80.11	6.82
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.83_93.36_0.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	93.36	0.86
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.114_96.06_2.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	96.06	2.35
Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.58_88.41_1.08	d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__BOG-1363;s__BOG-1363 sp003136555	88.41	1.08
Fen.Labelled.R1.T3.F4.JGI.BFC.metaspades_bin.64_70.60_2.23	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	70.60	2.23
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.97_71.29_0.99	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA5150;s__	71.29	0.99
Bog.None.R1.T0.trimmomatic.megahit_bin.358_74.42_8.60	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__;s__	74.42	8.60
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.140_76.72_1.72	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	76.72	1.72
Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.96_75.70_2.03	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	75.70	2.03
Palsa.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.2_97.14_9.92	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-851;s__	97.14	9.92
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.29_73.07_1.72	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	73.07	1.72
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.28_78.31_3.94	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003156635	78.31	3.94
Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.70_92.60_2.94	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	92.60	2.94
Bog.None.R1.T0.trimmomatic.megahit_bin.177_95.11_5.41	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	95.11	5.41
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.99_79.73_5.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	79.73	5.38
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.81_93.58_6.42	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	93.58	6.42
Palsa.Unlabelled.R1.T3.F2.JGI.BFC.metaspades_bin.120_98.70_3.18	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	98.70	3.18
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.107_86.17_6.53	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	86.17	6.53
Palsa.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.58_71.79_7.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	71.79	7.57
Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.89_94.83_0.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	94.83	0.86
Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.117_98.72_2.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__	98.72	2.14
Bog.Labelled.R1.T1.F2.trimmomatic.megahit_bin.24_77.83_3.82	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	77.83	3.82
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.24_89.84_0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__	89.84	0.89
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.77_83.91_2.81	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	83.91	2.81
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.40_71.76_1.20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	71.76	1.20
Bog.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.90_70.92_1.88	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__	70.92	1.88
Palsa.Labelled.R3.T3.F3.JGI.BFC.metaspades_bin.7_81.95_8.97	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	81.95	8.97
Bog.Unlabelled.R1.T1.F3.trimmomatic.megahit_bin.17_85.48_6.79	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	85.48	6.79
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.45_72.47_1.77	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	72.47	1.77
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.135_79.65_4.31	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	79.65	4.31
Fen.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.5_72.04_1.08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__	72.04	1.08
Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.31_72.82_1.94	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__	72.82	1.94
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.51_91.09_1.72	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	91.09	1.72
Palsa.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.70_94.93_5.66	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	94.93	5.66
Bog.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.80_86.50_0.00	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935	86.50	0.00
Bog.None.R1.T0.trimmomatic.megahit_bin.54_82.05_5.16	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	82.05	5.16
Fen.Unlabelled.R1.T3.F3.JGI.BFC.metaspades_bin.15_70.05_0.20	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__;s__	70.05	0.20
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.93_82.88_1.37	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	82.88	1.37
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.110_83.65_1.94	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-935;s__	83.65	1.94
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.150_96.21_0.93	d__Bacteria;p__Armatimonadota;c__BOG-944;o__Capsulimonadales;f__Capsulimonadaceae;g__;s__	96.21	0.93
Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.50_87.65_7.83	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003136495	87.65	7.83
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.107_98.69_0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	98.69	0.99
Bog.None.R1.T0.trimmomatic.megahit_bin.1_70.85_3.45	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	70.85	3.45
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.74_82.78_7.26	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003168235	82.78	7.26
Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.90_70.40_9.70	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__	70.40	9.70
Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.114_92.39_1.72	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	92.39	1.72
Bog.Unlabelled.R2.T2.F1.trimmomatic.megahit_bin.79_90.35_2.01	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	90.35	2.01
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.104_91.45_9.91	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003133125	91.45	9.91
Bog.Labelled.R3.T2.F3.trimmomatic.megahit_bin.96_82.27_5.86	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	82.27	5.86
Palsa.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.3_98.87_2.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	98.87	2.26
Palsa.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.98_91.16_3.55	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__;s__	91.16	3.55
Bog.None.R2.T0.JGI.BFC.metaspades_bin.90_91.52_4.36	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	91.52	4.36
Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.100_93.71_1.37	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	93.71	1.37
