ko_id	gene_id	taxonomy
K11180	Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.185_77.65_6.51_NODE_22_length_163646_cov_29.217818_79	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.85_91.04_0.86_NODE_2702_length_24920_cov_8.145546_16	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.98_86.25_0.00_NODE_275_length_71773_cov_35.002789_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.27_91.52_1.76_scaffold_247_c1_13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F1.trimmomatic.megahit_bin.6_92.61_3.04_k141_695748_36	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.12_94.75_0.85_NODE_84_length_44121_cov_13.154949_8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.14_95.67_3.63_scaffold_49_c1_8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.27_81.55_1.58_scaffold_1103_c1_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T1.F2.trimmomatic.megahit_bin.46_95.22_5.50_k141_551001_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T1.F2.trimmomatic.megahit_bin.60_91.40_1.92_k141_864466_44	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.23_92.82_0.75_NODE_46_length_85651_cov_8.656690_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.42_83.51_9.55_NODE_47_length_83622_cov_6.563249_53	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.43_94.49_0.05_NODE_64_length_72422_cov_16.926279_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.33_93.90_5.55_scaffold_13619_c1_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.16_90.63_0.90_k141_671227_37	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.50_95.52_4.16_k141_1067330_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.108_81.59_9.68_NODE_45279_length_2717_cov_4.207363_3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-930;s__
K11180	Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.58_89.65_0.43_NODE_98_length_92730_cov_8.329474_22	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.97_90.35_2.38_NODE_95_length_94661_cov_11.555335_73	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.65_86.04_3.47_scaffold_8025_c1_4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T2.F1.trimmomatic.megahit_bin.28_70.09_8.41_k141_765359_10	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R3.T2.F1.trimmomatic.megahit_bin.96_96.24_2.99_k141_379535_13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T2.F1.trimmomatic.metaspades_bin.58_92.18_0.90_NODE_91_length_79075_cov_18.455239_28	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T2.F1.trimmomatic.metaspades_bin.99_71.05_3.84_NODE_1398_length_24951_cov_5.844071_9	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.33_75.89_1.71_scaffold_5961_c1_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.59_81.75_4.74_scaffold_2963_c1_8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R3.T2.F2.trimmomatic.megahit_bin.54_91.54_7.95_k141_381791_65	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R3.T2.F2.trimmomatic.megahit_bin.81_81.45_1.99_k141_778290_5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T2.F2.trimmomatic.metaspades_bin.36_90.26_0.05_NODE_120_length_71781_cov_35.012325_36	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T2.F2.trimmomatic.metaspades_bin.46_90.30_6.61_NODE_192_length_59489_cov_11.840192_19	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R3.T2.F3.JGI.BFC.metaspades_bin.115_83.89_3.89_scaffold_816_c1_1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T2.F3.JGI.BFC.metaspades_bin.14_93.33_2.38_scaffold_8930_c1_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T2.F3.trimmomatic.megahit_bin.134_97.31_5.01_k141_1641533_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T2.F3.trimmomatic.megahit_bin.25_91.35_2.56_k141_654807_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Labelled.R3.T2.F3.trimmomatic.megahit_bin.43_89.39_6.99_k141_1024146_39	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.103_85.13_8.33_NODE_100_length_107303_cov_11.373872_23	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.127_89.91_1.41_NODE_5709_length_14474_cov_12.404605_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.142_91.89_0.00_NODE_581_length_48593_cov_16.560386_28	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.None.R1.T0.trimmomatic.megahit_bin.122_94.04_2.99_k141_2386420_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.None.R1.T0.trimmomatic.megahit_bin.294_75.52_1.14_k141_1527232_6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.None.R2.T0.JGI.BFC.metaspades_bin.219_77.14_5.49_scaffold_1953_c1_39	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.None.R2.T0.JGI.BFC.metaspades_bin.265_89.69_0.00_scaffold_1706_c1_30	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53_scaffold_8868_c1_9	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K11180	Bog.None.R2.T0.JGI.BFC.metaspades_bin.344_81.60_4.33_scaffold_95004_c1_4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.None.R2.T0.trimmomatic.megahit_bin.180_76.01_0.00_k141_1012263_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.None.R2.T0.trimmomatic.megahit_bin.39_92.66_4.70_k141_306173_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.None.R3.T0.JGI.BFC.metaspades_bin.126_88.76_0.00_scaffold_251_c1_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.None.R3.T0.JGI.BFC.metaspades_bin.21_83.48_4.91_scaffold_448_c1_8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.None.R3.T0.JGI.BFC.metaspades_bin.371_81.54_1.70_scaffold_49122_c1_4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.None.R3.T0.trimmomatic.megahit_bin.272_90.41_2.49_k141_2543525_3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.None.R3.T0.trimmomatic.megahit_bin.367_88.59_1.71_k141_1353863_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.44_97.60_1.71_scaffold_238_c1_8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.64_92.61_0.85_k141_440815_36	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.67_96.31_0.85_NODE_18_length_74897_cov_8.830977_26	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F2.JGI.BFC.metaspades_bin.23_88.09_1.92_scaffold_307_c1_4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F2.JGI.BFC.metaspades_bin.4_80.32_3.08_scaffold_4747_c1_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T1.F2.trimmomatic.megahit_bin.33_94.63_1.71_k141_10176_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F2.trimmomatic.megahit_bin.74_93.16_4.01_k141_1087158_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T1.F2.trimmomatic.metaspades_bin.39_93.11_0.00_NODE_153_length_62218_cov_16.922623_37	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F2.trimmomatic.metaspades_bin.93_88.49_1.41_NODE_715_length_28432_cov_10.274694_24	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T1.F3.JGI.BFC.metaspades_bin.27_97.60_4.65_scaffold_1956_c1_10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T1.F3.trimmomatic.megahit_bin.46_80.74_0.00_k141_707991_5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F3.trimmomatic.megahit_bin.60_95.39_4.82_k141_838145_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T1.F3.trimmomatic.metaspades_bin.21_81.76_1.71_NODE_1884_length_16538_cov_4.447491_8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T1.F3.trimmomatic.metaspades_bin.57_85.50_0.66_NODE_99_length_78895_cov_13.119685_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.111_94.82_0.97_scaffold_83_c1_28	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.143_91.54_0.09_k141_843232_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.69_87.87_8.93_k141_51984_13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.41_93.25_0.90_NODE_656_length_34716_cov_21.184790_1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.91_87.63_4.91_NODE_147_length_68593_cov_8.479967_18	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.15_81.11_8.62_scaffold_2053_c1_13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.56_74.76_2.14_scaffold_4006_c1_1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.66_80.65_3.65_scaffold_3201_c1_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.38_89.31_0.34_k141_1138310_4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.39_84.41_7.28_k141_909454_7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.73_92.70_5.06_k141_250659_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.22_79.43_3.45_NODE_176_length_74959_cov_17.327499_47	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.80_86.50_0.00_NODE_153_length_79077_cov_25.873643_28	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.87_89.46_2.57_NODE_1053_length_34835_cov_8.960638_24	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.20_85.27_5.40_scaffold_12337_c1_4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.96_72.43_0.00_scaffold_9688_c1_6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.153_83.31_1.71_k141_1342949_17	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.73_95.93_3.50_k141_218188_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.148_88.24_0.82_NODE_12429_length_9493_cov_17.153316_5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.162_91.82_0.21_NODE_477_length_64135_cov_7.553652_17	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.77_86.84_3.16_scaffold_1861_c1_10	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.62_94.75_0.85_k141_354146_4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.27_95.74_1.99_scaffold_3054_c1_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.19_95.46_1.71_k141_325613_36	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.38_92.04_0.85_NODE_277_length_41036_cov_13.430956_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F2.JGI.BFC.metaspades_bin.34_93.32_8.19_scaffold_256_c1_18	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Unlabelled.R2.T1.F2.JGI.BFC.metaspades_bin.63_97.38_0.85_scaffold_101_c1_30	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.110_85.55_2.32_k141_788037_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.18_84.54_0.22_k141_346520_6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.36_85.06_2.59_k141_67244_11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.22_91.14_1.00_NODE_685_length_24080_cov_9.512591_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.70_92.59_0.00_NODE_94_length_80523_cov_13.990182_39	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.108_99.00_6.82_scaffold_4313_c1_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.44_94.42_6.31_scaffold_30025_c1_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003137095
K11180	Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.9_97.21_2.31_scaffold_421_c1_4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.104_95.96_5.02_k141_1451723_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.33_96.10_2.56_k141_713659_4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
K11180	Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.59_94.28_3.91_k141_1254063_4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003137095
K11180	Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.156_90.00_2.50_NODE_124_length_94989_cov_20.856174_73	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
K11180	Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.161_77.23_9.05_NODE_4188_length_14972_cov_6.303278_10	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
K11180	Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.70_92.40_0.90_NODE_592_length_44115_cov_13.233840_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935
