"Module","Habitat","Metadata_Parameter","Correlation","P_value","Q_value"
"MEblack","Fen","Min_PF_dist_from_sample",-0.0760302513721532,0.544016651081717,0.669068794888203
"MEblue","Fen","Min_PF_dist_from_sample",0.0215816031474306,0.863437686363489,0.899860616061205
"MEmagenta","Fen","Min_PF_dist_from_sample",0.0392708975103135,0.754232553719902,0.833571724744662
"MEbrown","Fen","Min_PF_dist_from_sample",-0.0418106082320879,0.738887591986335,0.827554103024695
"MEred","Fen","Min_PF_dist_from_sample",0.0217785115192816,0.862203819502112,0.899690942089161
"MEgreen","Fen","Min_PF_dist_from_sample",-0.186946848935603,0.132831166341869,0.253586772107205
"MEpink","Fen","Min_PF_dist_from_sample",-0.119758693442241,0.338169811716322,0.490692740329613
"MEyellow","Fen","Min_PF_dist_from_sample",-0.228631003101993,0.0648257703828467,0.150010047166918
"MEgrey","Fen","Min_PF_dist_from_sample",0.0413549440208761,0.741633454270867,0.828420347855755
"MEgreenyellow","Fen","DepthAvg__neg",-0.528707167628057,5.0353321593434e-06,6.71377621245787e-05
"MEpurple","Fen","DepthAvg__neg",-0.488805837460165,3.12351505931223e-05,0.000298405329533603
"MEturquoise","Fen","DepthAvg__neg",-0.568704371894015,6.30293273591699e-07,1.05889269963405e-05
"MEblack","Fen","DepthAvg__neg",0.0595989285650877,0.634533405368202,0.744424665515768
"MEblue","Fen","DepthAvg__neg",0.658743127508705,1.82712098359581e-09,4.99730296591475e-08
"MEmagenta","Fen","DepthAvg__neg",0.318922027619247,0.00905504915267731,0.0383449901843714
"MEbrown","Fen","DepthAvg__neg",0.265299936951265,0.0313291901732414,0.0907466198121475
"MEred","Fen","DepthAvg__neg",-0.213536411706385,0.0851510840676583,0.181080786371729
"MEgreen","Fen","DepthAvg__neg",0.159443277816596,0.200977123929707,0.332982819123935
"MEpink","Fen","DepthAvg__neg",0.0592631712959424,0.636446437925083,0.744589147433245
"MEyellow","Fen","DepthAvg__neg",0.501113981818706,1.82247958340914e-05,0.00019136035625796
"MEgrey","Fen","DepthAvg__neg",-0.267413373925585,0.0299563693055481,0.090287321782032
"MEgreenyellow","Fen","Samp_dist_WT",0.463079308931139,9.03021436913028e-05,0.000743664712751905
"MEpurple","Fen","Samp_dist_WT",0.288423148735746,0.0188472329008926,0.0643564050274382
"MEturquoise","Fen","Samp_dist_WT",0.358531023476312,0.00311636890910909,0.0165680372383015
"MEblack","Fen","Samp_dist_WT",0.0717919200991471,0.566755386576984,0.68697622615392
"MEblue","Fen","Samp_dist_WT",-0.503711292988923,1.62227765598906e-05,0.000176975744289716
"MEmagenta","Fen","Samp_dist_WT",-0.150914557066333,0.22645080037919,0.365805139074076
"MEbrown","Fen","Samp_dist_WT",-0.190725982047891,0.125034786411399,0.243687286741474
"MEred","Fen","Samp_dist_WT",0.238693622377818,0.0535939105539379,0.132020190220844
"MEgreen","Fen","Samp_dist_WT",-0.180106898645447,0.147868347748467,0.271089888862156
"MEpink","Fen","Samp_dist_WT",0.0138656058577014,0.912014651926459,0.938838612277237
"MEyellow","Fen","Samp_dist_WT",-0.303189795406855,0.0133380719306973,0.0502493274392193
"MEgrey","Fen","Samp_dist_WT",0.159403677314488,0.201090477206512,0.332982819123935
